flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
233,542,166,172,130,-0.3873,9.3439,1.0298,0.0163,-0.135,0.0035,1
186,176,196,197,155,0.3732,9.8338,0.5814,0.0732,-0.0781,0.0456,N
233,573,533,172,128,0.529,9.9447,0.7545,-0.0348,-0.0526,0.0877,2
298,549,558,379,536,0.4329,9.205,0.601,0.0162,0.0051,0.0247,7
171,166,160,177,90,0.6236,9.7269,0.7245,0.0555,-0.0536,-0.041,M
234,537,561,159,116,0.604,9.9414,0.8386,0.0225,0.0662,-0.0198,U
212,391,168,137,147,0.4329,9.7671,1.4751,-0.0489,0.0792,-0.0037,X
322,551,568,155,104,4.6348,6.6125,2.1433,0.0738,-0.0282,0.0315,H
196,529,565,183,80,0.9323,9.2338,1.5222,0.0066,-0.0381,0.0326,V
377,557,519,145,121,0.8632,9.1781,1.0037,0.029,0.0742,0.0389,K
237,292,540,559,533,0.5428,9.4874,1.2981,0.0077,0.0247,-0.0565,F
378,557,545,557,345,0.5566,9.4645,1.55,0.0245,0.0524,0.0197,6
196,557,534,559,512,0.201,9.7983,0.7773,-0.0507,0.0043,-0.0463,B
220,140,124,119,99,0.2065,9.6225,0.4892,0.0515,0.0236,0.0128,A
176,159,168,172,543,0.1157,9.1041,1.1119,-0.0171,0.0233,0.0711,I
316,536,169,172,147,0.3847,6.6658,6.2648,0.0482,0.1041,0.0417,Q
216,430,477,135,133,0.2834,9.6466,1.0364,0.0112,-0.0638,-0.0278,R
224,353,148,176,126,0.5023,9.4579,1.0898,0.0195,0.1213,0.0201,X
216,121,152,123,128,0.7034,9.3536,1.6472,-0.0303,0.0371,0.015,A
304,339,342,332,339,0.4028,9.6613,1.7364,0.0931,-0.0886,-0.0243,0
321,572,181,165,115,4.9756,7.1376,2.2725,0.0167,-0.019,0.0278,G
225,171,172,133,574,2.1519,8.9873,2.9066,-0.0494,-0.0341,-0.0252,J
362,559,556,543,326,0.3433,9.2411,1.3666,-0.0033,-0.0406,-0.0082,6
362,525,574,571,349,0.3147,9.4174,0.6557,-0.0674,-0.015,0.0308,6
406,545,529,171,158,-0.4019,9.3397,0.6263,0.0036,-0.0163,-0.0303,K
237,539,591,556,126,0.833,9.6002,1.6005,0.0697,-0.0177,0.0094,W
197,537,558,166,127,0.3926,8.8616,0.8446,-0.0318,-0.0185,-0.0795,2
299,556,535,383,558,0.9122,9.1844,1.1027,0.023,0.0136,-0.0024,7
424,541,528,184,129,0.9661,6.86,5.8665,0.0502,0.0506,0.0077,P
546,536,563,571,567,0.5716,9.1414,0.6166,-0.0675,0.0525,-0.0194,5
307,562,166,185,154,0.2719,7.2651,6.6524,0.1252,-0.0399,-0.0058,Q
348,553,544,516,355,0.1903,9.4367,1.1619,0.0215,-0.1136,-0.0495,6
505,522,554,158,136,0.486,9.8953,1.1711,0.0438,0.0509,-0.0596,3
176,188,222,166,133,0.6502,9.4496,0.7898,0.0408,0.0619,-0.1183,N
184,209,245,223,154,0.1979,9.2425,0.8361,0.0281,-0.0054,-0.0038,E
178,146,158,143,562,0.2383,9.7082,1.2191,0.0409,0.0245,-0.0983,I
261,544,177,177,109,2.8116,8.1194,3.5362,-0.0045,-0.1198,0.0005,Z
208,571,161,171,130,2.7874,8.0926,4.2901,0.0369,0.024,-0.01,Z
556,153,160,114,544,0.3691,9.1731,1.4,-0.0593,-0.0166,0.0543,Y
216,560,175,170,169,0.4175,9.607,0.4299,-0.0403,0.0147,0.0541,1
222,370,165,178,119,0.6509,9.6717,0.9484,0.0923,0.0226,0.0098,X
138,560,501,538,551,0.39,9.7068,0.0783,-0.0492,0.0099,-0.004,B
270,532,155,184,122,0.5764,7.1254,6.1929,0.073,-0.0332,0.078,Q
420,559,574,172,128,0.1716,9.3564,1.243,-0.0751,0.0553,-0.0141,K
205,579,559,173,129,0.6332,10.1745,0.6874,0.0533,0.0017,-0.0999,U
233,546,525,567,117,0.2426,9.2511,1.1421,0.0229,-0.0438,0.0505,W
340,372,357,364,364,0.6302,8.7947,1.6372,0.1049,-0.0069,0.0296,C
583,191,202,168,554,0.4092,9.4126,1.1958,-0.1205,-0.02,0.002,Y
253,120,111,101,122,0.6963,9.4833,1.084,-0.0563,0.1223,0.0065,A
243,550,256,190,181,0.3098,9.9412,0.9198,0.0155,-0.0564,-0.0578,D
135,554,569,558,559,0.0232,9.3724,0.7504,0.0457,-0.0773,0.0795,B
239,200,187,164,132,0.1079,9.4448,0.7527,-0.0362,-0.0198,0.0177,N
517,533,532,172,139,0.1783,9.1077,0.5611,0.0489,0.0458,0.0325,3
328,543,178,172,112,4.8239,7.3881,1.7674,0.0062,-0.0391,-0.0157,G
276,536,541,369,554,-0.2594,9.7211,1.4004,0.0216,-0.0228,0.0102,7
233,363,140,117,111,0.7163,9.7889,0.7612,-0.0118,0.0349,-0.0069,X
405,556,525,149,146,0.4002,9.602,0.836,0.001,-0.1151,0.0423,K
315,316,315,352,316,0.3758,8.9988,1.0967,-0.0359,-0.0718,-0.0217,0
228,569,183,145,137,2.6503,8.3479,3.7441,-0.019,0.0109,0.0369,Z
193,544,575,538,128,0.5481,9.3921,1.4066,0.0468,0.0632,-0.0157,W
265,139,134,133,97,0.0832,9.4313,0.6268,-0.031,0.0598,-0.009,S
174,537,551,194,89,0.2993,9.4444,0.2252,-0.0562,-0.0236,0.0234,U
347,315,331,344,315,0.7878,9.4271,0.9135,0.042,-0.0059,-0.0885,O
223,582,557,167,124,0.8897,9.4295,1.0748,0.035,-0.0742,0.0351,V
199,544,158,179,148,3.0323,7.0431,3.7332,-0.0599,0.0579,-0.0461,Z
567,529,167,152,140,0.2606,9.6315,1.4525,-0.0469,0.0032,-0.0969,L
549,520,158,155,125,0.3322,8.9477,1.3901,0.0465,0.0631,0.122,L
320,348,318,348,304,1.2051,9.4945,1.7523,-0.0086,0.0304,-0.0626,0
391,555,543,527,334,0.8042,9.0177,1.1461,-0.0693,-0.0049,-0.0531,6
509,555,178,193,101,0.8618,9.8933,0.8948,0.0239,0.0309,-0.0164,L
558,560,563,182,131,1.2187,9.5701,0.3092,0.0112,0.056,-0.0689,3
186,157,169,160,576,0.549,9.7774,0.0422,0.0064,-0.0054,0.0084,I
212,544,183,158,148,2.9839,7.9385,3.6936,0.1072,0.0007,-0.0001,Z
210,163,148,147,563,1.9365,7.9694,2.6923,-0.0159,0.0364,-0.0008,J
557,573,522,576,547,0.0314,9.8111,0.6663,0.0707,-0.1091,-0.0378,5
414,538,573,171,155,0.4411,7.3233,6.1388,-0.0225,0.0094,-0.0417,P
570,564,162,149,127,0.6267,8.9639,1.4541,-0.0413,0.0507,-0.0275,L
339,360,345,374,346,0.8444,9.256,1.5088,0.0258,-0.0491,-0.0702,C
223,541,169,169,105,0.5318,10.37,0.6638,-0.1015,-0.0213,-0.064,1
309,157,186,134,168,0.4608,9.2543,1.1056,0.0555,-0.0413,-0.0341,T
291,557,536,381,556,0.3482,9.5754,0.9596,0.014,-0.0459,-0.1361,7
212,358,147,169,112,0.1657,9.6492,0.9274,0.0031,-0.0856,-0.0262,X
237,553,144,165,116,0.6857,9.3413,0.6973,0.0318,0.0448,0.0098,1
551,556,526,546,589,0.4001,9.7782,0.9935,-0.0058,0.0287,-0.1456,5
395,595,544,147,164,0.6665,7.2174,5.7501,0.0596,0.0408,0.0074,P
193,542,564,150,110,0.2843,10.317,0.7232,-0.0104,-0.0558,0.0193,U
190,145,163,186,562,1.5478,8.1245,3.1766,-0.0112,-0.0037,-0.0306,J
227,544,205,215,197,0.2052,9.6943,0.9317,0.0417,0.0641,0.0039,D
249,564,520,171,113,-0.3289,10.0972,0.8226,0.0108,-0.0628,-0.0577,U
241,557,195,211,244,0.5173,10.3108,1.2186,0.0121,0.0151,-0.0018,D
563,592,553,553,565,-0.0092,9.1113,0.9752,-0.1149,-0.0565,-0.0249,5
189,187,164,155,570,2.3177,8.5889,3.2068,-0.0073,-0.0041,0.0057,J
289,553,181,137,170,0.5606,7.1145,6.0681,-0.0023,0.0486,0.0105,Q
184,552,514,529,556,0.293,9.683,0.8657,-0.0976,0.0072,-0.0909,B
208,178,120,158,540,0.3431,9.4747,0.9776,-0.001,-0.0948,-0.0484,I
339,317,353,348,316,0.2336,9.4439,1.3076,0.0394,0.0278,0.1468,O
244,585,530,552,144,0.0101,9.7193,1.712,0.0642,0.0219,0.077,W
171,242,236,213,188,0.3591,9.2665,0.867,-0.0135,0.0806,0.0473,E
180,520,569,569,546,0.5132,9.8631,0.7962,0.0476,0.0147,0.0573,4
301,533,335,523,569,0.2991,9.0459,1.4368,-0.0356,0.0265,-0.0054,8
185,578,554,561,555,0.5212,9.7197,1.1395,-0.0251,0.0475,-0.1219,4
562,543,563,513,567,0.6333,8.716,0.8419,0.0172,0.0652,-0.0689,5
231,554,196,212,207,0.4055,9.7706,0.9149,0.0813,0.0118,-0.0193,D
190,165,179,179,511,1.9183,8.4327,3.2008,-0.0033,0.036,-0.0539,J
177,550,543,144,124,0.1748,9.6507,0.7163,0.0223,0.0087,0.0637,U
353,173,164,173,123,0.7133,9.9042,0.6111,0.0558,0.1119,0.0263,T
211,549,533,162,133,0.5337,9.2263,0.6115,0.0294,-0.0741,0.0053,U
337,146,154,178,123,0.4073,9.4765,0.7323,-0.0086,-0.0229,-0.0346,T
226,555,577,160,126,0.5789,8.7004,1.6119,-0.0315,-0.1005,-0.008,V
192,531,184,177,153,0.228,9.6672,0.6848,-0.0676,0.0098,0.1268,1
210,543,557,542,570,0.4482,9.4847,0.1618,-0.04,0.0172,0.0442,4
227,194,186,210,153,0.035,9.4641,1.0026,-0.0066,-0.0477,0.027,M
206,549,589,185,138,0.8428,9.5782,0.7813,-0.0528,0.0639,0.0978,U
420,554,561,142,95,0.1591,7.1281,6.5871,-0.0515,-0.0049,-0.0375,P
570,580,533,163,142,0.414,9.4224,0.8805,-0.093,0.0529,-0.0505,3
235,455,493,172,139,0.4326,9.298,0.4488,-0.0177,0.0776,-0.0086,R
342,337,331,362,339,0.4019,9.6412,1.9694,0.0551,-0.0068,-0.0795,O
223,559,201,209,129,0.577,9.8977,0.8231,0.0521,-0.0264,0.0991,1
223,449,471,176,129,1.0766,9.6623,-0.024,-0.0556,0.0266,-0.0322,R
237,135,160,113,92,0.285,8.94,0.9752,-0.0061,0.0757,0.0315,A
569,161,181,167,544,0.0479,8.8644,1.2327,0.051,0.065,0.0046,Y
418,538,531,159,103,0.1187,9.6774,0.8459,0.0355,0.015,0.0926,K
403,561,563,153,112,0.0214,9.51,0.5731,0.005,0.0608,-0.0177,K
383,563,577,145,132,0.6421,7.0713,5.9254,-0.032,0.0993,0.0048,P
536,164,131,145,559,0.5659,9.0921,0.6745,0.0097,0.0364,0.0383,Y
249,368,175,210,147,0.3804,9.6531,1.4212,0.0311,0.0392,0.0644,X
224,515,170,189,118,3.2876,8.2547,4.0882,0.0085,0.028,0.0208,Z
554,533,521,557,575,-0.1741,9.4726,1.1297,0.0145,-0.0295,0.0024,5
228,547,534,154,129,0.947,9.0531,1.308,0.0131,-0.0042,0.0073,V
232,512,553,148,111,0.661,9.2748,1.493,0.0395,-0.0087,-0.0051,V
310,514,153,164,161,5.3086,6.7235,2.7255,-0.0016,0.0623,-0.0578,G
373,567,533,143,127,0.4907,9.3407,0.8384,-0.0196,0.0708,-0.0001,K
240,535,557,556,138,0.5004,9.8255,1.8331,0.0313,0.0157,0.0007,W
205,207,154,186,145,-0.0505,9.6275,0.9558,0.0221,0.0184,0.0299,M
292,548,157,165,114,4.617,6.9876,2.5145,0.0041,-0.0166,0.0377,G
553,575,554,557,562,0.2846,9.6344,1.5106,-0.066,-0.0229,-0.0426,5
317,582,203,159,113,4.4407,7.6734,1.8681,0.0568,-0.0371,0.0769,G
313,378,160,166,147,0.5878,9.6011,1.6221,-0.0223,0.0398,-0.0222,9
423,569,560,140,128,0.3394,9.3512,1.0428,0.0385,-0.0229,-0.0086,K
236,564,553,539,138,0.0061,9.1984,1.5314,-0.0246,0.032,-0.0182,W
423,542,539,170,113,0.2026,9.3145,0.9371,0.0886,-0.0688,0.0648,K
209,395,185,164,105,0.6232,9.8249,0.7218,-0.0072,0.0038,0.0543,X
332,161,156,186,111,0.1831,9.4171,0.6556,-0.0296,0.0568,0.0326,T
303,560,160,151,120,4.8378,6.809,2.0521,0.1154,-0.0372,-0.0159,G
311,541,146,191,108,0.3894,7.1709,6.9352,-0.0108,-0.0367,-0.0053,Q
284,531,149,159,127,0.452,6.9657,7.0644,0.0425,0.0594,0.0232,Q
354,319,314,343,348,0.725,8.9779,1.3154,0.049,0.0791,0.0114,O
212,366,141,162,123,0.1186,9.3061,1.3414,-0.0089,-0.049,0.0224,X
217,141,140,139,543,2.3313,8.6681,2.8365,-0.0006,0.0702,0.0954,J
555,187,173,131,548,0.2932,9.0804,1.79,-0.1102,0.0712,0.0499,Y
393,562,540,191,123,0.3716,7.1781,6.2436,0.046,0.0888,0.0331,P
142,566,547,540,535,-0.1239,9.0935,0.4696,-0.0299,-0.0483,-0.0034,B
151,526,546,535,558,0.5712,9.5628,0.4872,0.0029,0.0424,-0.1123,B
239,221,546,558,562,0.9697,9.5312,1.0308,-0.1163,-0.0119,0.0514,F
215,188,155,146,540,2.0757,9.1911,3.1617,-0.0797,-0.0363,-0.0312,J
215,551,536,140,124,0.6505,8.7307,1.6823,-0.0364,-0.0135,-0.011,V
332,185,154,148,134,0.5974,9.3663,0.8201,0.023,-0.0562,-0.0269,T
218,577,208,209,200,0.1268,9.6458,0.3345,0.1107,-0.0674,-0.0161,D
449,525,579,159,118,0.57,9.901,0.6562,-0.0255,0.0423,0.0144,K
234,580,559,536,144,0.4849,9.3779,1.0544,0.0052,-0.0035,-0.1202,W
216,536,249,213,204,-0.2625,9.954,1.1157,0.0049,-0.0113,0.02,D
178,557,558,550,570,-0.5589,9.611,0.5724,-0.0576,0.0193,-0.0102,B
565,555,537,573,539,0.5822,9.1133,0.6828,-0.0031,0.0352,0.0502,5
330,555,540,164,146,4.4023,6.9136,2.4149,-0.0256,0.0773,0.0707,H
543,591,537,539,553,0.5653,9.3599,1.2452,-0.0026,-0.016,-0.0281,5
216,438,476,163,128,-0.0788,9.8677,0.6341,-0.0329,-0.0352,-0.0526,R
451,542,543,149,148,0.6445,9.2369,0.7293,0.0476,0.0192,0.0379,K
166,173,178,177,579,2.3723,7.8614,3.1351,-0.0265,-0.0374,0.028,J
314,533,558,364,580,0.2746,9.3084,1.5757,0.0426,0.0543,0.0418,7
292,552,377,593,581,0.4675,9.5854,0.9564,0.0056,0.0388,0.0376,8
226,553,557,549,166,0.6734,9.4592,0.9786,-0.0171,0.0755,-0.1242,W
228,578,169,164,145,0.2788,8.9921,0.4224,-0.0753,-0.0194,-0.0273,1
209,555,209,227,168,0.2284,9.9857,0.7829,0.0071,0.0238,0.0585,D
326,358,166,175,133,0.6509,9.3576,0.3808,0.0338,0.0054,0.0063,9
295,553,517,355,550,0.1631,9.614,1.3233,0.0846,-0.0248,-0.0141,7
421,539,521,187,108,1.1355,9.3532,1.64,-0.0684,0.0513,0.025,K
558,578,542,178,131,0.1776,9.4507,0.9905,-0.0318,-0.0803,-0.0206,3
327,324,355,308,329,1.016,9.1264,1.9416,0.0579,-0.0175,0.0409,0
203,539,527,168,133,0.6251,9.5364,1.12,0.0326,0.123,0.0834,U
488,131,150,146,573,0.591,9.8802,1.654,-0.0325,0.0612,-0.0232,Y
202,192,181,142,140,0.5002,9.7987,0.9283,0.0472,0.0703,-0.0938,N
355,565,538,552,342,0.3826,9.0117,1.4282,0.0391,0.039,-0.0215,6
300,575,580,126,147,5.075,7.2772,1.8349,-0.0884,0.0292,-0.047,H
551,576,549,151,118,0.452,9.1363,1.4207,0.0462,0.0539,-0.0752,3
199,148,158,157,569,0.6126,9.2555,1.3516,0.0803,-0.0438,0.0036,I
174,225,211,178,128,0.7525,9.269,1.0259,-0.0222,-0.0124,0.0363,N
382,547,570,164,144,0.2224,9.257,1.2547,0.0185,-0.0593,-0.04,K
243,535,562,572,120,0.4619,9.4572,1.129,0.0089,0.0337,-0.0057,W
228,366,188,186,132,-0.3177,9.7014,0.7685,0.0441,0.0156,0.0328,X
329,350,348,365,360,1.449,8.8515,1.3507,0.0575,0.0148,0.0634,C
138,559,583,557,564,0.2026,9.2287,0.9067,-0.0305,0.0252,-0.0782,B
333,550,565,552,331,0.9756,9.0431,0.9681,-0.0563,-0.0518,0.0022,6
414,561,556,143,114,0.4703,8.9937,0.9277,0.0758,-0.009,-0.0744,K
204,169,145,140,556,-0.0612,9.2816,0.8347,-0.0483,0.0213,0.0745,I
345,544,548,565,359,0.6556,9.7656,1.1334,0.0731,-0.0044,0.0448,6
209,543,172,161,115,0.4871,10.1069,0.0131,-0.0341,0.0256,-0.0616,1
223,391,149,126,110,0.2757,9.9082,1.3107,-0.0022,0.0233,-0.0354,X
327,166,147,198,128,0.6643,9.4973,1.2992,-0.105,-0.0352,-0.0261,T
309,342,314,358,327,0.1786,9.4004,1.2912,0.0113,-0.0664,0.0615,0
194,550,576,153,132,-0.0161,9.5702,0.916,0.0063,-0.0216,0.0221,U
570,157,170,170,526,0.4201,9.8155,1.2672,0.1136,0.0272,0.0258,Y
527,542,542,153,131,0.6302,9.5043,1.2703,0.0195,-0.0247,-0.0054,3
368,525,569,531,349,0.9429,9.3453,0.8724,-0.1255,0.0203,0.0155,6
317,325,362,372,292,0.8717,8.9675,1.272,0.0104,0.0245,-0.0364,0
150,562,576,539,564,0.3499,9.8416,0.5228,0.0371,0.0241,-0.0619,B
403,574,545,152,96,0.8541,9.6707,1.2388,0.0481,-0.0082,0.0042,K
387,555,570,145,102,0.0202,7.1185,5.6176,-0.0068,0.0686,-0.0026,P
229,568,577,534,178,0.5415,9.4416,1.0761,-0.0205,0.0308,0.0319,W
160,131,174,171,562,1.736,8.7231,3.2041,0.0043,-0.0589,-0.0213,J
306,561,564,339,560,0.6321,9.2381,1.5401,-0.0247,0.051,0.0346,7
238,541,163,160,168,2.7741,7.8846,3.7128,0.0652,0.0689,-0.0108,Z
529,180,183,160,561,0.2357,8.5927,1.4189,-0.0107,0.0022,-0.1639,Y
223,550,234,213,220,0.0636,9.7971,1.2301,-0.0689,-0.0172,0.0571,D
347,348,311,325,335,0.2549,9.4846,1.9274,-0.1196,-0.0171,0.0131,O
215,108,126,127,81,0.4516,9.6212,1.5659,0.0087,0.0129,-0.0037,A
195,172,170,187,550,2.2197,8.8232,3.3646,-0.113,-0.03,-0.051,J
190,184,189,158,574,2.1092,8.5022,3.0613,-0.0344,-0.0153,-0.029,J
540,189,182,160,530,-0.21,9.5969,1.0167,-0.0461,0.0239,-0.065,Y
131,548,535,566,550,0.165,9.5093,1.0217,-0.0161,0.0916,0.0407,B
235,555,546,143,103,0.3746,9.6043,0.7216,-0.0056,0.0682,0.0814,2
261,565,577,560,129,0.6092,9.7369,1.725,0.0151,-0.0311,0.0462,W
416,550,558,532,364,0.9141,9.3548,1.3846,0.0288,0.0035,0.0645,6
326,557,538,159,115,5.0111,6.7811,1.6916,0.024,0.0314,-0.0094,H
343,286,351,349,313,-0.0923,9.4727,1.598,-0.022,0.0093,0.0536,O
147,229,247,222,173,0.2461,10.031,1.273,0.032,0.0178,-0.0331,E
548,552,551,572,547,0.3719,9.3702,1.2029,0.0389,0.0186,0.1077,5
196,159,178,198,148,0.1349,9.5878,0.3197,0.073,0.0557,0.0326,M
200,532,568,552,553,0.0651,9.4035,0.723,-0.0513,0.0019,-0.0083,4
196,527,145,184,123,2.7155,7.9411,4.0516,-0.0539,0.008,-0.0068,Z
364,335,351,332,336,0.3681,9.2874,1.3605,0.0934,-0.0594,0.1035,0
196,546,546,525,584,0.1946,9.7779,0.603,-0.003,-0.0459,-0.0124,4
275,91,110,172,117,0.2251,9.0535,0.6251,0.0255,0.0988,0.0957,S
552,165,172,146,545,0.388,9.0908,0.9741,0.0288,-0.0499,0.0906,Y
206,573,552,177,97,0.0604,10.2259,1.0562,-0.0537,0.0113,-0.0498,U
560,179,162,171,534,1.3775,9.432,1.7344,0.0467,-0.007,0.0039,Y
252,187,200,153,104,0.4303,9.6085,0.0843,0.0805,0.0208,0.0037,N
371,346,349,365,310,1.502,9.1325,1.8681,-0.079,0.0622,0.1116,C
187,169,211,173,132,-0.497,9.5886,0.7276,-0.0309,0.0377,0.0357,N
378,570,530,552,322,0.1693,9.4371,1.2665,0.0197,-0.0325,0.0213,6
365,555,544,522,336,0.4034,9.5308,0.6754,-0.1156,0.0724,0.0299,6
210,558,162,176,120,0.6256,10.2626,-0.0101,-0.0046,-0.0046,-0.0358,1
248,263,563,564,567,0.9756,9.3631,1.09,-0.0173,0.0429,0.0183,F
190,549,172,124,126,2.9716,7.7256,4.2281,0.0472,0.0907,-0.0014,Z
221,545,552,532,116,0.9741,10.2645,1.356,0.0417,0.0126,0.0228,W
188,550,241,209,199,0.5555,9.3271,0.6646,-0.0509,-0.0411,-0.0644,D
380,529,570,126,139,0.2879,7.048,6.4674,-0.0066,0.0313,0.0029,P
171,528,553,562,587,0.4663,9.9283,0.518,0.0194,0.0625,-0.0666,B
237,535,188,150,100,3.1575,7.866,3.5258,0.0127,-0.0653,-0.0995,Z
326,339,334,346,330,0.6095,9.0103,2.1357,-0.0778,-0.0064,-0.0547,O
184,171,170,161,168,0.5273,9.9032,1.0392,-0.0349,0.0155,0.0549,N
312,560,185,160,107,5.3903,6.8411,1.7929,-0.0898,0.0286,-0.0811,G
185,584,196,155,143,3.1456,7.2544,3.9665,-0.0633,-0.0678,-0.0143,Z
369,341,356,346,361,1.5404,8.6095,0.9441,-0.0062,0.0008,0.0109,C
179,217,209,184,151,0.1601,9.6887,0.8228,0.033,-0.0145,0.0046,N
311,563,160,122,117,0.7717,6.5685,6.7088,-0.0223,-0.0009,-0.0343,Q
281,156,101,115,132,0.4696,9.5011,0.8721,-0.0515,-0.0097,0.0487,S
291,543,149,146,98,5.0208,6.8294,2.2899,-0.0724,-0.0271,0.0906,G
199,453,501,180,137,0.2756,9.15,0.6683,-0.0113,-0.0149,-0.0767,R
278,547,549,349,594,0.2204,9.5637,0.9427,0.047,-0.0167,-0.0634,7
311,318,342,308,314,0.9205,9.1522,1.0376,-0.0138,0.0339,-0.0649,0
201,564,575,150,93,0.6912,9.9817,0.5798,0.0387,0.0166,-0.0055,2
303,522,162,164,141,0.3639,7.0823,6.4714,-0.0209,-0.0835,-0.0056,Q
307,535,170,166,133,5.5025,6.9887,2.227,0.1026,0.0653,0.0577,G
170,568,563,527,563,0.0219,9.4633,1.0435,0.0495,0.0356,-0.0135,4
211,486,454,168,155,0.1875,9.3739,1.0301,0.0502,-0.04,0.0731,R
230,550,543,180,123,0.8002,9.9962,0.6093,0.0557,0.0056,-0.0197,2
226,573,560,129,137,0.0538,9.3225,0.9476,-0.0485,-0.0555,-0.0002,2
302,549,155,164,127,4.7477,7.5049,1.5539,0.0359,-0.0051,0.095,G
213,570,534,154,135,0.5823,9.5205,0.8669,-0.0082,0.0396,-0.0073,2
342,343,335,357,349,0.2548,8.6175,1.3532,-0.0491,-0.0219,0.091,0
273,534,341,559,591,0.4036,9.3033,1.0916,-0.036,-0.0272,-0.0097,8
200,551,535,171,134,0.4558,9.8355,1.4631,-0.1332,0.019,-0.1299,V
283,564,146,156,131,0.6066,7.0196,6.3197,0.053,-0.0264,0.0627,Q
343,347,349,321,299,0.2046,9.6373,1.7002,-0.0479,0.1066,-0.0538,O
210,562,551,171,139,0.3499,10.0746,0.6405,-0.041,-0.0882,0.0374,U
326,337,338,332,314,0.9864,9.0141,1.5443,-0.0645,-0.1004,0.0598,0
564,148,149,165,600,0.9271,9.461,1.4387,0.019,0.0095,0.0091,Y
220,164,157,164,558,1.5029,8.9657,3.0737,-0.0582,-0.1034,-0.1164,J
542,542,524,558,556,0.3583,9.3861,0.7025,0.0313,-0.0031,0.0404,5
314,541,502,346,585,0.8641,9.3511,1.5392,-0.0163,-0.0767,-0.0153,7
291,361,187,151,123,1.0816,9.5164,1.4716,0.0355,0.0253,-0.0363,9
386,558,561,175,123,0.4764,9.3049,1.5024,0.0572,0.0541,0.0397,K
204,123,144,164,103,0.1412,9.6334,1.359,-0.0305,-0.0067,0.0007,A
332,342,364,328,330,0.5462,9.5889,1.1234,-0.0268,0.0331,0.0291,0
193,571,182,159,128,2.7259,8.0757,4.0678,-0.0243,0.0323,0.0166,Z
192,207,214,227,204,0.3664,8.926,0.7105,0.0448,-0.137,0.0594,E
185,188,207,216,189,-0.0447,9.8455,0.9694,0.0019,0.02,-0.0394,E
362,567,544,561,362,0.2978,9.2059,1.5667,0.066,0.0313,-0.0434,6
323,522,551,168,133,4.9151,7.0814,2.1413,0.0367,0.0867,0.0117,H
319,547,153,149,100,5.2976,6.9476,1.6261,-0.0413,-0.0433,0.0022,G
357,333,400,372,343,1.3984,8.7082,1.622,-0.0086,0.0319,-0.0032,C
247,552,518,123,124,1.2001,9.6692,1.5499,-0.0369,-0.0209,0.0104,V
203,140,146,144,556,1.8943,8.4996,2.7284,0.0503,0.0417,-0.0087,J
380,534,563,183,120,-0.1605,6.533,5.6797,-0.0647,0.0133,0.0969,P
201,150,166,153,541,1.8984,8.7095,3.0131,0.0725,0.0383,0.0329,J
311,548,172,162,121,4.9775,7.0087,1.9085,-0.0102,-0.0202,0.0428,G
230,238,238,241,174,0.0333,9.1679,1.4004,-0.0274,-0.0626,-0.0215,E
560,172,141,159,588,0.3974,9.6148,1.497,-0.0155,0.0093,-0.0416,Y
341,382,372,350,349,1.4795,9.2201,1.5026,-0.0119,0.0038,-0.0256,C
208,520,559,180,144,0.1305,9.7233,0.6518,-0.0634,-0.0374,-0.141,2
308,542,518,339,575,0.5064,9.0677,0.5691,0.0924,0.0678,0.0148,7
247,130,150,119,109,0.2562,9.801,1.2931,-0.0045,-0.05,-0.0196,S
292,586,536,385,562,0.4396,9.348,0.9401,0.0894,0.0428,-0.0681,7
530,179,132,192,553,0.2604,9.1377,1.2406,0.0757,0.0336,0.0048,Y
208,358,173,151,130,0.514,9.3982,1.2159,-0.022,0.0471,0.0065,X
227,546,555,171,135,0.5866,9.0745,1.3211,0.0535,0.059,0.1592,V
237,446,486,193,137,0.3692,9.4448,0.7766,-0.0568,0.0267,-0.1067,R
218,564,531,140,98,0.4704,9.5509,1.0479,0.0025,-0.0685,-0.0178,U
243,117,180,132,113,0.4526,8.9047,1.4598,0.0201,-0.0061,0.088,S
347,377,166,141,114,0.7356,9.3003,1.1379,-0.0541,0.0203,0.0052,9
212,578,246,203,193,0.1048,9.502,1.4007,-0.0154,0.018,0.0271,D
229,537,576,168,165,0.6537,9.8511,0.5135,0.0042,-0.0158,0.0013,U
564,591,154,151,106,0.8422,9.1398,1.3888,-0.0924,0.0442,0.0579,L
313,328,299,337,316,0.228,9.6928,1.824,0.0036,0.0569,-0.0046,0
324,299,356,317,312,0.4547,9.3847,1.7886,0.0003,-0.0064,0.0509,O
181,129,187,139,569,1.9895,8.8869,2.7623,0.0031,-0.0849,-0.0969,J
211,425,455,161,124,0.1572,10.2159,0.9811,0.0005,-0.1379,0.0413,R
418,564,564,150,125,0.4331,7.5832,5.6529,-0.0364,-0.0181,-0.0337,P
225,131,175,128,545,2.4683,8.7494,2.8361,-0.0259,0.005,0.0257,J
279,251,526,609,574,0.5199,9.6607,1.1627,0.0434,0.008,0.0046,F
285,545,149,170,116,4.4265,6.9338,1.593,0.0102,-0.0594,-0.0244,G
230,518,543,180,147,0.5954,9.964,1.1845,-0.0114,-0.0585,0.0217,V
375,395,382,365,342,0.2339,8.9495,1.4022,0.0195,-0.0077,-0.016,C
